ExtractClass(javalanguage.io_socket.nio.Handler;Class_1;[input|selectionKey];[process|run];[])
MoveField(commons.exception.Tset44Exception;javalanguage.classloader.custom.NewThreadMyClassLoaderTset;[serialVersionUID];[];[])
PullUpField(javalanguage.ref.弱引用.MemoryLeakMapDemo.TaskStatus.Task.CountThread;java.lang.Thread;[b];[];[])
ExtractSubClass(org.netbeans.modules.remotefs.ftp.client.FTPResponse;Class_2;[PERMANENT_NEGATIVE_COMPLETION|POSITIVE_INTERMEDIATE|TRANSIENT_NEGATIVE_COMPLETION];[isPermanentNegativeCompletion|isPositiveCompletion|isTransientNegativeCompletion];[])
ExtractClass(org.netbeans.modules.remotefs.ftp.client.FTPResponse;Class_3;[code];[getResponse|getSecondDigit|toString];[])
ExtractSubClass(javalanguage.数�?�类型.枚举类.官方文档和演示类.EnumTest;Class_4;[];[tellItLikeItIs];[])
PushDownMethod(es.uah.cc.ie.metadatastatistics.MetadataSchema;es.uah.cc.ie.metadatastatistics.schemas.Voa3rAp4MetadataSchema;[];[getFields];[])
ExtractSubClass(javalanguage.innerclass_accessscope.ClassInnerMethod.Cw;Class_5;[];[main];[])
MoveField(javalanguage.io_socket.nio.sample.echo.EchoWorker;com.selffun.clover.datastructures.TrieV3.TrieNode;[queue];[];[])
EncapsulateField(javalanguage.threads.待整�?�.Shanshan;;[stop];[];[])
ExtractClass(javalanguage.util.cocurrent.ExecutorsDemo;Class_6;[];[main];[])
PullUpField(com.facebook.android.DialogError;java.lang.Throwable;[mErrorCode];[];[])
MoveField(javalanguage.directMemory.AlwaysHoldElementsQueueImplByArrayBlockingQueue;java.util.HashMap;[DEFAULT_MAX_SIZE];[];[])
IncreaseMethodSecurity(javalanguage.ref.RefAndRefQueueTset;;[];[main];[])
ExtractSubClass(javalanguage.TsetShutdownHookAndFileCanonicalPath;Class_7;[];[main];[])
ExtractSuperClass(com.selffun.clover.algorithm.TreeTraversal.TreeNode;Class_8;[val];[printFromTopToBottom];[])
PushDownMethod(es.uah.cc.ie.metadatastatistics.MetadataSchema;es.uah.cc.ie.metadatastatistics.schemas.DCMetadataSchema;[];[declareFields];[])
MoveField(javalanguage.io_socket.nio.sample.echo.NioClient;mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;[selector];[];[])
PushDownField(java.lang.Thread;javalanguage.ref.软引用.TestSoftRef.CheckRefQueue;[b];[];[])
PushDownField(javalanguage.io_socket.nio.sample.filecopy.CommonCopy;javalanguage.io_socket.nio.sample.filecopy.NIOFileCopy;[fromFile];[];[])
PullUpField(javalanguage.CallOSCommand.ExeCommand;java.lang.Thread;[is];[];[])
ExtractSubClass(javalanguage.threads.uncaught_exception_handler.Watermelon;Class_9;[];[run];[])
PullUpField(design_pattern.singleton.Launcher.TestSingletonThread;java.lang.Thread;[countDownLatch];[];[])
PullUpMethod(com.i2r.ARC.PCControl.link.SMSLink.SMSInputStream;java.io.InputStream;[];[read];[])
ExtractSuperClass(jdk8.newfeatures.ReceiverParameterTest;Class_10;[];[main];[])
PushDownMethod(org.netbeans.modules.remotefs.ftp.client.FTPResponse;Class_2;[];[isPositivePreliminary];[])
MoveField(javalanguage.ref.虚引用.TestPhantomRef;javalanguage.util.cocurrent.CyclicBarrierTset.Solver;[phantomQueue];[];[])
ExtractClass(com.i2r.ARC.PCControl.data.MultithreadStringBuffer;Class_11;[lock];[write];[])
ExtractSuperClass(com.i2r.ARC.PCControl.data.MultithreadStringBuffer;Class_12;[class_11];[read];[])
PullUpField(javalanguage.reflect.bytecode.Calculator.StringSourceJavaObject;javax.tools.SimpleJavaFileObject;[content];[];[])
PullUpField(mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;java.io.PrintWriter;[selector];[];[])
IncreaseMethodSecurity(javalanguage.innerclass.java编程�?想4th例�?.Parcel1.Contents;;[];[value];[])
PushDownMethod(java.lang.Thread;javalanguage.ref.虚引用.TestPhantomRefFinalize.CheckRefQueue;[];[run];[])
MoveMethod(javalanguage.innerclass_accessscope.Zhu.Rou;mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;[];[getRelinquish];[])
EncapsulateField(fm.audiobox.core.utils.ProgressInputStream;;[TOTAL_NUM_BYTE_READ];[];[])
MoveField(javalanguage.interfaces.Kengdie;javalanguage.io_socket.nio.SocketChannelAndCharset;[vh];[];[])
ExtractSuperClass(javalanguage.util.cocurrent.CyclicBarrierTset.Solver.Worker;Class_13;[];[run];[])
ExtractClass(com.selffun.clover.datastructures.SingleCyclicLinkedList.CLLNode;Class_14;[next];[];[])
MoveField(javalanguage.io_socket.socket.NIOTransferToServer;javax.tools.SimpleJavaFileObject;[listener];[];[])
ExtractSubClass(io.BufferedRandomReader;Class_15;[];[getFilePointer];[])
MoveMethod(javalanguage.reflect.method.�?作类的�?有方法或属性;javalanguage.reflect.bytecode.Calculator.StringSourceJavaObject;[];[main];[])
DecreaseFieldSecurity(javalanguage.innerclass.java编程�?想4th例�?.Parcel1.Contents.Scenario.Destination;;[label];[];[])
MoveMethod(javalanguage.file.TestRandomAccessFile;javalanguage.CallOSCommand.ExeCommand;[];[main];[])
ExtractSubClass(javalanguage.threads.银行账户�?作示例.SafeAccount;Class_16;[];[];[])
ExtractSuperClass(java.util.HashMap;Class_17;[];[getDEFAULT_MAX_SIZE];[])
IncreaseFieldSecurity(javalanguage.threads.�?典读写�?�步.Writer;;[buffer];[];[])
IncreaseFieldSecurity(Class_12;;[class_11];[];[])
IncreaseFieldSecurity(javalanguage.threads._volatile.Yipao;;[boolValue];[];[])
MoveMethod(javalanguage.threads._synchronized.SynchronizedObjectClass;javalanguage.innerclass.java编程�?想4th例�?.Destination;[];[staticMethod2];[])
PullUpMethod(es.uah.cc.ie.metadatastatistics.Resource;java.util.HashMap;[];[assertInSchema];[])
PullUpField(javalanguage.collections.UnThreadSafeUsingSynchronizedMap.DrainObject.BusinessThread;java.lang.Thread;[name];[];[])
IncreaseMethodSecurity(javalanguage.io_socket.nio.asyn.multithread.EventData;;[];[setMessage];[])
MoveField(io.BufferedRandomReader;com.i2r.ARC.PCControl.link.SMSLink.SMSInputStream;[BUF_SIZE];[];[])
DecreaseFieldSecurity(javalanguage.collections.MapUtils.DoubleValueComparator;;[base];[];[])
PullUpMethod(org.netbeans.modules.remotefs.ftp.FTPDialogs;java.lang.Object;[];[incorrectCache];[])
ExtractClass(javalanguage.io_socket.nio.sample.echo.NioServer;Class_18;[hostAddress|pendingData|serverChannel|worker];[read];[])
ExtractClass(javalanguage.jar.Manifest文件中属性读�?�;Class_19;[];[main];[])
IncreaseMethodSecurity(javalanguage.io_socket.nio.Reactor.Acceptor;;[];[run];[])
IncreaseFieldSecurity(com.selffun.clover.datastructures.TrieV3.TrieNode;;[arr];[];[])
PullUpMethod(javalanguage.classloader.custom.MyClassLoader;java.lang.ClassLoader;[];[loadClass];[])
MoveField(javalanguage.死�?活�?饥饿等.LiveLockDemo.Spoon;commons.constant.CharsetEncodingConstants;[owner];[];[])
ExtractClass(javalanguage.threads._synchronized.SynchronizedObjectClassTest;Class_20;[];[run|run|run];[])
PullUpField(javalanguage.ref.软引用.TestSoftRef.CheckRefQueue;java.lang.Thread;[b];[];[])
PushDownField(java.lang.Thread;javalanguage.ref.软引用.TestSoftRef.CheckRefQueue;[b];[];[])
ExtractClass(com.selffun.clover.datastructures.TrieV2;Class_21;[];[insert|search];[])
ExtractSubClass(jdk8.newfeatures.pojo.Person;Class_22;[lastName];[getFirstName];[])
PushDownField(java.lang.Thread;javalanguage.collections.UnThreadSafeUsingSynchronizedMap.DrainObject.BusinessThread;[is];[];[])
PullUpField(fm.audiobox.core.utils.ProgressInputStream;java.io.FileInputStream;[propertyChangeSupport];[];[])
PullUpField(javalanguage.util.cocurrent.CyclicBarrierTset.Solver.Worker;Class_13;[myRow];[];[])
ExtractSubClass(javalanguage.data_compression.JDKDeflateUtils;Class_23;[];[decompress];[])
DecreaseMethodSecurity(es.uah.cc.ie.metadatastatistics.MetadataSchema;;[];[declareField];[])
PushDownMethod(Class_8;com.selffun.clover.algorithm.TreeTraversal.TreeNode;[];[printFromTopToBottom];[])
PushDownMethod(java.util.HashMap;es.uah.cc.ie.metadatastatistics.Resource;[];[setDEFAULT_MAX_SIZE];[])
PullUpField(com.facebook.android.DialogError;java.lang.Throwable;[serialVersionUID];[];[])
MoveField(javalanguage.service_loader.Aab;javalanguage.collections.MapUtils.DoubleValueComparator;[name];[];[])
PullUpField(commons.exception.Tset44Exception;java.lang.Exception;[newthreadmyclassloadertset];[];[])
ExtractSubClass(javalanguage.util.cocurrent.CyclicBarrierTset.Solver;Class_24;[N|phantomQueue];[];[])
ExtractSubClass(jdk8.newfeatures.jsr335.BuildIn_FunctionalInterfaces_Tset;Class_25;[];[printResult];[])
ExtractSuperClass(javalanguage.对象的克隆.数组的克隆.Ax;Class_26;[];[setName];[])
ExtractSubClass(javalanguage.reflect.method.Foo;Class_27;[];[getMsg];[])
IncreaseMethodSecurity(com.selffun.clover.datastructures.SingleCyclicLinkedList.CLLNode;;[];[setNext];[])
ExtractSuperClass(javalanguage.jar.Manifest文件中属性读�?�;Class_28;[];[getManifestAttribute];[])
PullUpMethod(Class_24;javalanguage.util.cocurrent.CyclicBarrierTset.Solver;[];[getPhantomQueue];[])
EncapsulateField(javalanguage.innerclass_accessscope.Candidate;;[octopus];[];[])
MoveField(javalanguage.ref.虚引用.TestPhantomRefFinalize;jdk8.newfeatures.ReceiverParameterTest.A;[map];[];[])
ExtractClass(Class_13;Class_29;[];[mergeRows];[])
PullUpMethod(mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;java.io.PrintWriter;[];[println];[])
IncreaseFieldSecurity(com.selffun.clover.datastructures.TrieV3.TrieNode;;[isEnd];[];[])
MoveField(javalanguage.collections.MapUtils.DoubleValueComparator.IntegerValueComparator;Class_11;[asc];[];[])
ExtractSuperClass(javalanguage.crypto.AESUtils;Class_30;[];[encrypt];[])
MoveMethod(javalanguage.threads.interrupt中断机制.TestCostCPUCalc;javalanguage.classloader.classes.ClassTset.TestIsInstanceMethod;[];[main];[])
PullUpMethod(Class_25;jdk8.newfeatures.jsr335.BuildIn_FunctionalInterfaces_Tset;[];[printResult];[])
PushDownField(java.lang.Thread;javalanguage.CallOSCommand.ExeCommand;[name];[];[])
PullUpField(javalanguage.io_socket.nio.sample.filecopy.NIOFileCopy;javalanguage.io_socket.nio.sample.filecopy.CommonCopy;[fromFile];[];[])
ExtractSuperClass(design_pattern.factory.简�?�对象工厂.SimpleProductsFactory;Class_31;[];[createProductsB];[])
IncreaseFieldSecurity(Class_24;;[N];[];[])
ExtractSubClass(javalanguage.对象的克隆.数组的克隆.Ax;Class_32;[];[getName];[])
DecreaseFieldSecurity(javalanguage.innerclass.java编程�?想4th例�?.Parcel1.Contents.Scenario;;[i];[];[])
IncreaseMethodSecurity(javalanguage.CallOSCommand.ExeCommand;;[];[main];[])
ExtractSubClass(javalanguage.io_socket.nio.sample.echo.NioClient;Class_33;[port|responsewriter];[read|send|write];[])
ExtractSubClass(javalanguage.死�?活�?饥饿等.LiveLockDemo.Spoon;Class_34;[];[getOwner];[])
PushDownField(javalanguage.io_socket.nio.sample.filecopy.CommonCopy;javalanguage.io_socket.nio.sample.filecopy.NIOFileCopy;[flag];[];[])
PushDownField(Class_17;java.util.HashMap;[DEFAULT_MAX_SIZE];[];[])
PullUpMethod(es.uah.cc.ie.metadatastatistics.Resource;java.util.HashMap;[];[setValid];[])
IncreaseFieldSecurity(Class_26;;[name];[];[])
IncreaseMethodSecurity(javalanguage.ref.虚引用.TestPhantomRef.CheckRefQueue;;[];[main];[])
IncreaseFieldSecurity(com.i2r.ARC.PCControl.link.SMSLink.SMSOutputStream;;[logger];[];[])
ExtractSuperClass(javalanguage.死�?活�?饥饿等.LiveLockDemo.Spoon.Diner;Class_35;[name];[eatWith|isHungry|run];[])
MoveMethod(Class_29;com.facebook.android.DialogError;[];[mergeRows];[])
PushDownMethod(java.lang.ClassLoader;javalanguage.classloader.custom.MyClassLoader;[];[loadClass];[])
PullUpMethod(Class_9;javalanguage.threads.uncaught_exception_handler.Watermelon;[];[run];[])
