ExtractSubClass(eu.europeana.api2.v2.model.json.user.Search;Class_1;[dateSaved];[getId|getQuery];[])
ExtractSuperClass(eu.europeana.api2.utils.TurtleRecordWriter;Class_2;[BUFFER_SIZE];[calcMaxLength];[])
ExtractSubClass(eu.europeana.api2.v2.utils.ModelUtils;Class_3;[technicalFacetList];[containsTechnicalFacet|decodeFacetTag];[])
PushDownField(eu.europeana.api2.model.entity.ApiKeyEntity;eu.europeana.api2.model.request.admin.ApiKeyCreate;[usageLimit];[];[])
IncreaseMethodSecurity(eu.europeana.api2.config.OAuth2ServerConfig.ResourceServerConfiguration;;[];[configure];[])
ExtractClass(eu.europeana.api2.web.controller.AccessConfirmationController;Class_4;[apiKeyService];[loginUserForm];[])
MoveField(undercover.runtime.Coverage;eu.europeana.api2.v2.model.json.common.LabelFrequency;[serialVersionUID];[];[])
PullUpMethod(org.eclipse.californium.elements.util.DatagramReader.RangeInputStream;java.io.ByteArrayInputStream;[];[bitsLeft];[])
ExtractSuperClass(eu.europeana.api2.v2.web.controller.GlobalExceptionHandler;Class_5;[LOG];[missingParameterErrorHandler];[])
MoveField(eu.europeana.api2.model.json.ApiError;eu.europeana.api2.web.controller.AccessConfirmationController;[code];[];[])
DecreaseFieldSecurity(com.android.volley.toolbox.PoolingByteArrayOutputStream;;[DEFAULT_SIZE];[];[])
DecreaseMethodSecurity(util.SerialClone.CloneOutput;;[];[annotateProxyClass];[])
ExtractSuperClass(eu.europeana.api2.v2.model.json.view.FullView;Class_6;[timestampCreated];[getEdmDatasetName|getId|getServices|getTimestampCreated|setCountry|setEuropeanaAggregation|setEuropeanaCollectionName|setEuropeanaCompleteness|setLicenses|setQualityAnnotations|setTimespans|setTimestampUpdated|setYear];[])
IncreaseFieldSecurity(org.eclipse.californium.proxy2.MappingProperties;;[KEY_HTTP_HEADER];[];[])
PullUpField(eu.europeana.api2.web.controller.user.UserItemController;eu.europeana.api2.web.controller.abstracts.AbstractUserController;[LOG];[];[])
MoveMethod(eu.europeana.api2.model.request.admin.ApiKeyCreate;eu.europeana.api2.web.security.oauth2.ApiUserApprovalHandler;[];[getDescription];[])
PullUpField(eu.europeana.api2.config.OAuth2ServerConfig.ResourceServerConfiguration;org.springframework.http.HttpMethod.ResourceServerConfigurerAdapter;[EUROPEANA_RESOURCE_ID];[];[])
PullUpField(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;java.io.File;[denyPermission];[];[])
MoveField(eu.europeana.api2.v2.model.xml.rss.ChannelImage;com.android.volley.toolbox.ByteArrayPool;[url];[];[])
IncreaseFieldSecurity(com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest;;[mFinalStatus];[];[])
IncreaseFieldSecurity(eu.europeana.api2.v2.model.json.abstracts.UserObject;;[edmPreview];[];[])
ExtractClass(eu.europeana.api2.model.json.ApiError;Class_7;[details];[];[])
PullUpMethod(util.SerialClone.CloneOutput.CloneInput;java.io.ObjectInputStream;[];[resolveClass];[])
ExtractSubClass(eu.europeana.api2.model.response.admin.ApiKeyResponse.ApiKey;Class_8;[];[getPublicKey];[])
PushDownField(eu.europeana.api2.web.controller.abstracts.AbstractUserController;eu.europeana.api2.web.controller.mydata.MyDataItemController;[apiKeyService];[];[])
MoveMethod(eu.europeana.api2.model.response.admin.ApiKeyResponse;org.springframework.security.oauth2.provider.approval.TokenStoreUserApprovalHandler;[];[getApiKeys];[])
MoveMethod(eu.europeana.api2.v2.web.controller.GlobalExceptionHandler;models.Libro;[];[defaultExceptionHandler];[])
ExtractSuperClass(eu.europeana.api2.v2.service.FacetWrangler;Class_9;[log];[processRangeFacets];[])
MoveField(com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest.RetryDownload;eu.europeana.api2.v2.model.xml.rss.Channel;[serialVersionUID];[];[])
DecreaseFieldSecurity(org.dawnsci.commandserver.mx.beans.ProjectBean;;[anomalous];[];[])
IncreaseFieldSecurity(eu.europeana.api2.model.json.abstracts.ApiResponse;;[debug];[];[])
PushDownMethod(eu.europeana.api2.model.request.admin.UserCreate;eu.europeana.api2.model.response.admin.UserResponse.User;[];[getFieldOfWork];[])
ExtractSubClass(com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest.RetryDownload;Class_10;[];[finalizeDestinationFile|handleOtherStatus];[])
ExtractSuperClass(eu.europeana.api2.web.security.model.Api2UserDetails;Class_11;[user];[getAuthorities|getPassword|getUsername];[])
ExtractClass(eu.europeana.api2.web.controller.mydata.MyDataTagController;Class_12;[];[listDistinct];[])
ExtractSuperClass(undercover.runtime.Coverage;Class_13;[];[countExecution];[])
PullUpMethod(Class_10;com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest.RetryDownload;[];[finalizeDestinationFile];[])
ExtractSuperClass(eu.europeana.api2.web.controller.admin.UserAdminController;Class_14;[apiUrl];[find];[])
IncreaseMethodSecurity(Class_7;;[];[getDetails];[])
IncreaseMethodSecurity(Class_7;;[];[setDetails];[])
DecreaseFieldSecurity(eu.europeana.api2.web.controller.admin.ApiKeyAdminController;;[DEFAULT_USAGE_LIMIT];[];[])
PullUpField(ca.ubc.ctlt.group.UploadMultipartRequestWrapper;javax.servlet.http.HttpServletRequestWrapper;[mReq];[];[])
PullUpField(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;java.lang.Object;[map];[];[])
IncreaseFieldSecurity(eu.europeana.api2.v2.web.controller.ObjectController.RequestData;;[wskey];[];[])
MoveField(org.eclipse.californium.proxy2.MappingProperties;eu.europeana.api2.v2.model.NumericFacetParameter;[KEY_COAP_METHOD];[];[])
MoveMethod(org.eclipse.californium.elements.util.DatagramReader.RangeInputStream;net.egork.chelper.tester.PipedOutputStream;[];[mark];[])
DecreaseFieldSecurity(eu.europeana.api2.web.security.model.Api2UserDetails;;[serialVersionUID];[];[])
PullUpMethod(eu.europeana.api2.v2.exceptions.TechFacetDecodingException;java.lang.Exception;[];[getMessage];[])
ExtractClass(eu.europeana.api2.web.security.model.Api2UserDetails;Class_15;[];[isCredentialsNonExpired];[])
MoveMethod(eu.europeana.api2.model.json.abstracts.ApiResponse;com.mozillaonline.providers.downloads.State;[];[addParam];[])
ExtractSuperClass(eu.europeana.api2.web.controller.admin.ApiKeyAdminController;Class_16;[apiKeyService];[deleteApiKey|find];[])
MoveMethod(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;eu.europeana.api2.config.OAuth2ServerConfig.ResourceServerConfiguration.AuthorizationServerConfiguration;[];[testListener];[])
ExtractSubClass(eu.europeana.api2.v2.utils.technicalfacets.ImageTagExtractor;Class_17;[hexColors];[getAspectRatioCode|getColor|getColorSpace|getColorSpaceCode];[])
ExtractSubClass(eu.europeana.api2.config.OAuth2ServerConfig.ResourceServerConfiguration.AuthorizationServerConfiguration;Class_18;[clientDetailsService|userApprovalHandler];[configure];[])
PullUpMethod(eu.europeana.api2.web.controller.mydata.MyDataTagController;eu.europeana.api2.web.controller.abstracts.AbstractUserController;[];[listDistinct];[])
PullUpMethod(eu.europeana.api2.model.json.ApiError;eu.europeana.api2.model.json.abstracts.ApiResponse;[];[getCode];[])
ExtractSubClass(eu.europeana.api2.v2.model.NumericFacetParameterTest;Class_1;[];[];[])
ExtractClass(eu.europeana.api2.v2.service.HitMaker;Class_2;[EM_END|RDF_VALUE];[createHitList];[])
IncreaseFieldSecurity(eu.europeana.api2.v2.model.xml.rss.fieldtrip.FieldTripItem;;[link];[];[])
IncreaseMethodSecurity(util.SerialClone.CloneOutput.CloneInput;;[];[resolveProxyClass];[])
ExtractSubClass(eu.europeana.api2.model.utils.Api2UrlServiceTest;Class_3;[];[testGetApiKeyValidateUrl|testGetRecordPortalUrl|testGetThumbnailUrl];[])
MoveMethod(eu.europeana.api2.config.SecurityConfig.OAuthLoginConfig;net.egork.chelper.tester.PipedInputStream;[];[configure];[])
MoveField(undercover.runtime.Probe;eu.europeana.api2.web.controller.mydata.MyDataItemController;[settings];[];[])
PushDownField(eu.europeana.api2.web.controller.abstracts.AbstractUserController;eu.europeana.api2.web.controller.mydata.MyDataSearchController;[LOG];[];[])
PushDownMethod(eu.europeana.api2.model.json.abstracts.ApiResponse;eu.europeana.api2.model.json.ApiError;[];[getCode];[])
MoveField(eu.europeana.api2.v2.model.xml.kml.ExtendedData;ca.ubc.ctlt.group.UploadMultipartRequestWrapper;[startIndex];[];[])
EncapsulateField(eu.europeana.api2.model.json.abstracts.ApiResponse;;[params];[];[])
PushDownMethod(Class_16;eu.europeana.api2.web.controller.admin.ApiKeyAdminController;[];[find];[])
MoveField(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;com.philemonworks.selfdiagnose.test.xtra.MockAttributes;[usableSpace];[];[])
ExtractSuperClass(eu.europeana.api2.v2.utils.ApiKeyUtils;Class_4;[APIKEYSERVICEERROR|LOG|MAXCONNPERROUTE|MAXCONNTOTAL|apiService];[init];[])
PullUpMethod(org.eclipse.californium.elements.util.DatagramReader.RangeInputStream;java.io.ByteArrayInputStream;[];[reset];[])
IncreaseMethodSecurity(eu.europeana.api2.config.SecurityConfig.OAuthLoginConfig;;[];[configure];[])
ExtractClass(eu.europeana.api2.web.security.model.OAuth2ClientDetails;Class_5;[authGrantTypes];[isSecretRequired];[])
ExtractSubClass(util.SerialClone.CloneOutput;Class_6;[];[annotateProxyClass];[])
ExtractSubClass(Class_7;Class_7;[];[];[])
ExtractSuperClass(eu.europeana.api2.v2.utils.technicalfacets.ImageTagExtractor;Class_8;[];[getColorCode|getSizeCode];[])
ExtractClass(ca.ubc.ctlt.group.UploadMultipartRequestWrapper;Class_9;[];[getFileFromParameterName|getParameterMap];[])
MoveMethod(eu.europeana.api2.web.controller.abstracts.AbstractUserController;eu.europeana.api2.v2.model.xml.rss.fieldtrip.FieldTripResponse;[];[getUserByApiId];[])
PushDownField(eu.europeana.api2.v2.model.json.view.submodel.Facet;eu.europeana.api2.v2.model.json.view.submodel.FacetRanger;[fields];[];[])
ExtractSubClass(org.dawnsci.commandserver.mx.beans.SweepBean;Class_10;[];[];[])
EncapsulateField(eu.europeana.api2.v2.model.xml.rss.opensearch.Statistic;;[value];[];[])
PushDownField(eu.europeana.api2.model.json.abstracts.ApiResponse;eu.europeana.api2.v2.model.json.QueryTranslationResult;[debug];[];[])
IncreaseFieldSecurity(eu.europeana.api2.model.entity.UserEntity;;[firstName];[];[])
PullUpField(eu.europeana.api2.config.SecurityConfig.OAuthLoginConfig;org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter;[pipedinputstream];[];[])
ExtractSubClass(eu.europeana.api2.web.controller.mydata.MyDataSearchController;Class_11;[];[create];[])
DecreaseMethodSecurity(util.SerialClone.CloneOutput.CloneInput;;[];[resolveProxyClass];[])
ExtractSubClass(Class_10;Class_12;[];[];[])
IncreaseFieldSecurity(eu.europeana.api2.web.controller.abstracts.AbstractUserController;;[class_12];[];[])
MoveMethod(net.egork.chelper.util.InputReader;org.springframework.web.servlet.mvc.method.annotation.AbstractJsonpResponseBodyAdvice;[];[isExhausted];[])
PullUpMethod(util.SerialClone.CloneOutput;java.io.ObjectOutputStream;[];[annotateClass];[])
ExtractSuperClass(Class_5;Class_13;[];[];[])
MoveField(eu.europeana.api2.web.security.UserDetailsServiceImpl;org.springframework.http.HttpMethod.AuthorizationServerConfigurerAdapter;[userService];[];[])
PushDownMethod(eu.europeana.api2.model.request.admin.ApiKeyUpdate;eu.europeana.api2.model.response.admin.ApiKeyResponse.ApiKey;[];[getUsageLimit];[])
PushDownField(java.io.ByteArrayInputStream;org.eclipse.californium.elements.util.DatagramReader.RangeInputStream;[currentByte];[];[])
PullUpMethod(default.Computers;java.util.Resource;[];[synthesize];[])
ExtractSubClass(org.dawnsci.commandserver.mx.beans.ProjectBean;Class_14;[];[];[])
IncreaseFieldSecurity(javax.servlet.http.HttpServletRequestWrapper;;[mReq];[];[])
DecreaseFieldSecurity(eu.europeana.api2.v2.model.enums.Profile;;[name];[];[])
PullUpField(eu.europeana.api2.v2.model.json.view.FullView;Class_6;[bean];[];[])
PullUpMethod(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;java.io.File;[];[testGetStatusOK];[])
IncreaseMethodSecurity(eu.europeana.api2.web.security.UserDetailsServiceImpl;;[];[loadUserByUsername];[])
IncreaseFieldSecurity(eu.europeana.api2.v2.model.json.common.LabelFrequency;;[label];[];[])
ExtractClass(eu.europeana.api2.v2.service.FacetWrangler;Class_15;[];[processFacetFields];[])
PullUpField(eu.europeana.api2.v2.exceptions.DateMathParseException;java.lang.Exception;[whatsParsed];[];[])
ExtractSubClass(eu.europeana.api2.config.SwaggerConfig.ApiPathProvider;Class_16;[];[];[])
PushDownField(eu.europeana.api2.model.request.admin.UserCreate;eu.europeana.api2.model.response.admin.UserResponse.User;[redirect];[];[])
MoveMethod(com.mozillaonline.providers.downloads.State;java.lang.Throwable;[];[addParam];[])
IncreaseMethodSecurity(java.lang.Exception;;[];[getMessage];[])
EncapsulateField(eu.europeana.api2.v2.model.json.common.LabelFrequency;;[count];[];[])
PullUpMethod(eu.europeana.api2.config.SecurityConfig.OAuthLoginConfig.BasicLoginConfig;org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter;[];[configure];[])
MoveField(eu.europeana.api2.v2.model.xml.rss.fieldtrip.FieldTripResponse;java.util.Properties;[version];[];[])
IncreaseMethodSecurity(undercover.runtime.Coverage;;[];[countCoveredBlocks];[])
DecreaseFieldSecurity(eu.europeana.api2.web.security.oauth2.OAuth2ClientDetailsService;;[apiKeyService];[];[])
ExtractSubClass(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;Class_19;[serialVersionUID];[getUsableSpace|setDenyPermission|testGetStatusFAIL];[])
IncreaseMethodSecurity(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;;[];[getValue];[])
EncapsulateField(eu.europeana.api2.v2.model.json.view.submodel.FacetRanger;;[ranges];[];[])
EncapsulateField(org.dawnsci.commandserver.mx.process.Xia2Writer;;[DEFAULT_FILENAME];[];[])
IncreaseMethodSecurity(java.util.Properties;;[];[setVersion];[])
PullUpMethod(models.Libro;java.util.Model;[];[toString];[])
PushDownMethod(eu.europeana.api2.model.json.abstracts.ApiResponse;eu.europeana.api2.model.response.admin.ApiKeyResponse;[];[getParams];[])
MoveField(eu.europeana.api2.web.security.oauth2.OAuth2ClientDetailsService;eu.europeana.api2.v2.model.xml.rss.atom.AtomLink;[apiKeyService];[];[])
DecreaseFieldSecurity(eu.europeana.api2.v2.utils.FacetParameterUtils;;[FACET_RANGE_END];[];[])
IncreaseMethodSecurity(eu.europeana.api2.config.SecurityConfig.OAuthLoginConfig;;[];[authenticationManagerBean];[])
IncreaseMethodSecurity(eu.europeana.api2.web.security.model.OAuth2ClientDetails;;[];[getAuthorizedGrantTypes];[])
PullUpField(eu.europeana.api2.ApiKeyException;eu.europeana.corelib.web.exception.EuropeanaException;[httpStatus];[];[])
IncreaseMethodSecurity(eu.europeana.api2.config.filter.GetMethodConvertingFilter;;[];[doFilter];[])
ExtractClass(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;Class_22;[];[getType|getType];[])
IncreaseMethodSecurity(eu.europeana.api2.web.controller.AccessConfirmationController;;[];[loginUserForm];[])
MoveMethod(models.Libro;eu.europeana.api2.web.security.UserDetailsServiceImpl;[];[defaultExceptionHandler];[])
EncapsulateField(net.egork.chelper.tester.PipedInputStream;;[closedByReader];[];[])
